status,mask_path,cell_type
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0005_det_000426_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0006_det_000437_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0007_det_000448_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0008_det_000461_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0009_det_000479_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0010_det_000490_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0011_det_000498_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0012_det_000518_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0013_det_000529_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0014_det_000539_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0015_det_000549_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0016_det_000562_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0017_det_000576_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0018_det_000588_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0019_det_000606_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0020_det_000615_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0021_det_000629_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0022_det_000641_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0023_det_000646_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0024_det_000659_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0025_det_000674_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0026_det_000683_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0027_det_000698_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0028_det_000709_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0029_det_000721_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0030_det_000735_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0031_det_000746_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0032_det_000754_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0033_det_000769_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0034_det_000783_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0035_det_000797_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0036_det_000810_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0037_det_000821_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0038_det_000832_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0039_det_000847_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0040_det_000857_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0041_det_000868_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0042_det_000875_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0043_det_000888_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0044_det_000902_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0045_det_000918_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0046_det_000933_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0047_det_000941_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0049_det_000966_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0050_det_000980_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0051_det_000993_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0052_det_001003_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0053_det_001013_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0054_det_001028_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0055_det_001032_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0056_det_001049_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0057_det_001056_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0058_det_001072_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0059_det_001083_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0060_det_001095_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0061_det_001106_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0062_det_001124_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0063_det_001136_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0064_det_001146_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0065_det_001165_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0066_det_001178_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0067_det_001199_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0068_det_001210_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0069_det_001226_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0070_det_001237_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0071_det_001249_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0072_det_001257_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0073_det_001270_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0074_det_001285_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0075_det_001301_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0076_det_001314_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0077_det_001324_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0078_det_001331_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/basophil/basophil/BAS_0079_det_001343_mask.png,basophil
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-001_det_001348_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-002_det_001381_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-003_det_001399_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-004_det_001428_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-005_det_001450_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-006_det_001478_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-007_det_001511_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-008_det_001533_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-009_det_001559_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-010_det_001581_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-011_det_001602_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-012_det_001627_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-013_det_001653_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-014_det_001672_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-015_det_001694_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-016_det_001716_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-017_det_001740_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-018_det_001765_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-019_det_001784_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-020_det_001800_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-021_det_001818_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-022_det_001843_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-023_det_001855_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-024_det_001875_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-025_det_001895_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-026_det_001928_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-027_det_001955_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-028_det_001990_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-029_det_002009_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-030_det_002034_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-031_det_002069_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-032_det_002097_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-033_det_002112_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-034_det_002133_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-035_det_002160_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-036_det_002191_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-037_det_002219_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-038_det_002244_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-039_det_002268_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-040_det_002302_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-041_det_002330_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-042_det_002355_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-043_det_002375_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-044_det_002387_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-045_det_002397_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-046_det_002418_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-047_det_002444_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-048_det_002462_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-049_det_002486_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-050_det_002507_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-051_det_002539_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-052_det_002573_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-053_det_002604_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-054_det_002634_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-055_det_002658_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-056_det_002683_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-057_det_002721_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-058_det_002744_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-059_det_002774_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-060_det_002804_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-061_det_002827_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-062_det_002847_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-063_det_002865_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-064_det_002882_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-065_det_002912_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-066_det_002938_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-067_det_002961_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-068_det_002990_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-069_det_003023_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-070_det_003039_mask.png,early_pre_b
OK,/home/yucheng/Desktop/techbio/artifacts/task_combine_preprocess/medsam_output/early_pre_b/early_pre_b/WBC-Malignant-Early-071_det_003056_mask.png,early_pre_b
